"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"Singularity","X360",5627,"N/A","Shooter","Unknown",0.24,0.05,0,0.02,0.32,76,"7.7","Jun 29, 2010"
"Sins of a Solar Empire","PC",14468,"2008","Strategy","Pinnacle",0,0.02,0,0.01,0.03,87,"8.2","Feb 4, 2008"
"Sins of a Solar Empire: Trinity","PC",14065,"2010","Strategy","Kalypso Media",0,0.03,0,0.01,0.04,NA,NA,NA
"Siren","PS2",8023,"2003","Adventure","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18,72,"7.8","Apr 20, 2004"
"Siren: Blood Curse","PS3",6137,"2008","Action","Sony Computer Entertainment",0,0.17,0.09,0.02,0.28,NA,NA,NA
"Sitting Ducks","GBA",14375,"2003","Platform","LSP Games",0.02,0.01,0,0,0.03,NA,NA,NA
"Sitting Ducks","PS2",12908,"2003","Platform","LSP Games",0.03,0.02,0,0.01,0.05,NA,NA,NA
"Six Flags Fun Park","DS",8081,"2008","Misc","Brash Entertainment",0.17,0,0,0.01,0.18,NA,NA,NA
"Six Flags Fun Park","Wii",4715,"2009","Misc","Ubisoft",0.28,0.1,0,0.04,0.41,NA,NA,NA
"Skate","PS3",5010,"2007","Sports","Electronic Arts",0.29,0.05,0,0.04,0.38,85,"8.1","Sep 24, 2007"
"Skate","X360",2848,"2007","Sports","Electronic Arts",0.62,0.04,0,0.06,0.72,86,"8.4","Sep 14, 2007"
"Skate 2","PS3",2430,"2009","Sports","Electronic Arts",0.46,0.26,0.01,0.12,0.85,84,"7.8","Jan 21, 2009"
"Skate 2","X360",1876,"2009","Sports","Electronic Arts",0.82,0.17,0.01,0.09,1.09,84,"7.9","Jan 21, 2009"
"Skate 3","PS3",809,"2010","Sports","Electronic Arts",0.79,0.94,0,0.35,2.08,80,"7.7","May 11, 2010"
"Skate 3","X360",560,"2010","Sports","Electronic Arts",1.46,0.98,0,0.24,2.68,80,"8.1","May 11, 2010"
"Skate City Heroes","Wii",9831,"2008","Sports","Zoo Digital Publishing",0.11,0,0,0.01,0.12,NA,NA,NA
"Skate it","DS",8167,"2008","Sports","Electronic Arts",0.14,0.02,0,0.01,0.18,NA,NA,NA
"Skate it","Wii",3424,"2008","Sports","Electronic Arts",0.51,0.04,0,0.05,0.59,NA,NA,NA
"Skeleton Warriors","PS",11626,"1996","Platform","Virgin Interactive",0.04,0.03,0,0.01,0.08,NA,NA,NA
"Ski and Shoot","Wii",11074,"2008","Sports","RTL",0.04,0.04,0,0.01,0.09,NA,NA,NA
"Ski Region Simulator","PC",12768,"2011","Simulation","Excalibur Publishing",0,0.05,0,0.01,0.06,NA,NA,NA
"Ski-Doo Snowmobile Challenge","PS3",10460,"2009","Racing","PQube",0.1,0,0,0.01,0.1,NA,NA,NA
"Ski-Doo Snowmobile Challenge","Wii",11054,"2009","Racing","Valcon Games",0.08,0,0,0.01,0.09,NA,NA,NA
"Ski-Doo Snowmobile Challenge","X360",13941,"2009","Racing","Valcon Games",0.03,0,0,0,0.04,NA,NA,NA
"Skies of Arcadia","DC",10997,"2000","Role-Playing","Sega",0,0,0.09,0,0.09,93,"8.9","Nov 13, 2000"
"Skies of Arcadia Legends","GC",7167,"2002","Role-Playing","Atari",0.17,0.04,0,0.01,0.22,84,"8.7","Jan 27, 2003"
"SkullMonkeys","PS",9621,"1998","Platform","DreamWorks Interactive",0.07,0.05,0,0.01,0.13,NA,NA,NA
"Sky Dancers","GBA",14138,"2005","Action","Crave Entertainment",0.02,0.01,0,0,0.03,NA,NA,NA
"Sky Gunner","PS2",11776,"2001","Action","Sony Computer Entertainment",0.04,0.03,0,0.01,0.07,NA,NA,NA
"Sky Odyssey","PS2",5631,"2000","Simulation","Sony Computer Entertainment",0.16,0.12,0,0.04,0.32,79,"8.4","Nov 15, 2000"
"Skydiving Extreme","PS",11570,"2001","Sports","Banpresto",0.04,0.03,0,0.01,0.08,NA,NA,NA
"Skylanders Giants","3DS",9178,"2012","Action","Activision",0.12,0.01,0,0.01,0.14,59,"5","Oct 21, 2012"
"Skylanders Giants","PS3",1891,"2012","Action","Activision",0.35,0.52,0,0.22,1.09,77,"6.7","Oct 21, 2012"
"Skylanders Giants","Wii",572,"2012","Action","Activision",1.56,0.88,0,0.22,2.65,NA,NA,NA
"Skylanders Giants","WiiU",4944,"2012","Action","Activision",0.23,0.12,0,0.04,0.39,NA,NA,NA
"Skylanders Giants","X360",1499,"2012","Action","Activision",0.75,0.45,0,0.11,1.32,80,"6.6","Oct 21, 2012"
"Skylanders SWAP Force","3DS",6828,"2013","Platform","Activision",0.1,0.12,0,0.02,0.24,NA,NA,NA
"Skylanders SWAP Force","PS3",1932,"2013","Platform","Activision",0.43,0.44,0,0.2,1.07,NA,NA,NA
"Skylanders SWAP Force","PS4",5157,"2013","Platform","Activision",0.2,0.12,0,0.05,0.37,NA,NA,NA
"Skylanders SWAP Force","Wii",677,"2013","Platform","Activision",1.32,0.83,0,0.2,2.34,NA,NA,NA
"Skylanders SWAP Force","WiiU",3364,"2013","Platform","Activision",0.4,0.15,0,0.06,0.6,NA,NA,NA
"Skylanders SWAP Force","X360",1471,"2013","Platform","Activision",0.86,0.36,0,0.11,1.33,NA,NA,NA
"Skylanders SWAP Force","XOne",5809,"2013","Platform","Activision",0.22,0.06,0,0.02,0.31,NA,NA,NA
"Skylanders: Spyro's Adventure","3DS",3541,"2011","Action","Activision",0.32,0.2,0,0.05,0.57,82,"4.9","Oct 16, 2011"
"Skylanders: Spyro's Adventure","PC",10782,"2011","Action","Activision",0.05,0.03,0,0.01,0.1,NA,NA,NA
"Skylanders: Spyro's Adventure","PS3",2188,"2011","Action","Activision",0.39,0.4,0,0.16,0.95,77,"5.1","Oct 16, 2011"
"Skylanders: Spyro's Adventure","Wii",513,"2011","Action","Activision",1.4,1.14,0,0.31,2.85,NA,NA,NA
"Skylanders: Spyro's Adventure","X360",2137,"2011","Action","Activision",0.53,0.35,0,0.1,0.97,78,"5.4","Oct 16, 2011"
"Skylanders: SuperChargers","3DS",10088,"2015","Action","Activision",0.05,0.06,0,0.01,0.11,NA,NA,NA
"Skylanders: SuperChargers","PS3",4886,"2015","Action","Activision",0.15,0.18,0,0.06,0.39,NA,NA,NA
"Skylanders: SuperChargers","PS4",5893,"2015","Action","Activision",0.17,0.08,0,0.05,0.3,NA,NA,NA
"Skylanders: SuperChargers","Wii",6467,"2015","Action","Activision",0.05,0.19,0,0.02,0.26,NA,NA,NA
"Skylanders: SuperChargers","WiiU",4127,"2015","Action","Activision",0.25,0.18,0,0.04,0.48,NA,NA,NA
"Skylanders: SuperChargers","X360",4285,"2015","Action","Activision",0.24,0.18,0,0.04,0.46,NA,NA,NA
"Skylanders: SuperChargers","XOne",7021,"2015","Action","Activision",0.16,0.05,0,0.02,0.23,NA,NA,NA
"Skylanders: Trap Team","3DS",6510,"2014","Action","Activision",0.14,0.1,0,0.02,0.26,NA,NA,NA
"Skylanders: Trap Team","PS3",2955,"2014","Action","Activision",0.24,0.33,0,0.12,0.69,NA,NA,NA
"Skylanders: Trap Team","PS4",4564,"2014","Action","Activision",0.18,0.17,0,0.07,0.43,NA,NA,NA
"Skylanders: Trap Team","Wii",1969,"2014","Action","Activision",0.42,0.54,0,0.08,1.05,NA,NA,NA
"Skylanders: Trap Team","WiiU",2922,"2014","Action","Activision",0.39,0.25,0,0.06,0.7,NA,NA,NA
"Skylanders: Trap Team","X360",2240,"2014","Action","Activision",0.54,0.31,0,0.08,0.93,NA,NA,NA
"Skylanders: Trap Team","XOne",5364,"2014","Action","Activision",0.25,0.07,0,0.03,0.34,NA,NA,NA
"Slam 'n Jam '96 featuring Magic & Kareem","PS",11442,"1995","Sports","Crystal Dynamics",0.04,0.03,0,0.01,0.08,NA,NA,NA
"Slam Dunk SD Heat Up!!","SNES",13123,"1995","Sports","Namco Bandai Games",0,0,0.05,0,0.05,NA,NA,NA
"Slam Dunk: Yonkyo Taiketsu!!","SNES",6310,"1994","Sports","Namco Bandai Games",0,0,0.27,0,0.27,NA,NA,NA
"Slayers","SNES",9846,"1994","Role-Playing","Banpresto",0,0,0.12,0,0.12,NA,NA,NA
"Slayers Royal","PS",11420,"1998","Role-Playing","Kadokawa Shoten",0,0,0.08,0.01,0.08,NA,NA,NA
"Slayers Royal 2","SAT",11651,"1998","Role-Playing","Kadokawa Shoten",0,0,0.08,0,0.08,NA,NA,NA
"Sled Shred featuring the Jamaican Bobsled Team","Wii",12813,"2010","Sports","SouthPeak Games",0.05,0,0,0,0.06,NA,NA,NA
"Sled Storm","PS",1140,"1998","Racing","Electronic Arts",0.9,0.61,0,0.11,1.62,NA,NA,NA
"Sled Storm","PS2",4400,"2002","Racing","Electronic Arts",0.22,0.17,0,0.06,0.45,73,"8","Mar 11, 2002"
"Sleeping Dogs","PC",9678,"2012","Action","Square Enix",0.06,0.05,0,0.02,0.12,81,"8.3","Aug 13, 2012"
"Sleeping Dogs","PS3",1950,"2012","Action","Square Enix",0.31,0.5,0.05,0.19,1.06,83,"7.7","Aug 14, 2012"
"Sleeping Dogs","PS4",4517,"2014","Action","Square Enix",0.16,0.2,0,0.07,0.43,NA,NA,NA
"Sleeping Dogs","X360",2358,"2012","Action","Square Enix",0.38,0.41,0.01,0.08,0.88,80,"7.9","Aug 14, 2012"
"Sleeping Dogs","XOne",7688,"2014","Action","Square Enix",0.1,0.09,0,0.02,0.2,NA,NA,NA
"Sleepover Party","Wii",13891,"2009","Misc","Ubisoft",0.03,0,0,0,0.04,NA,NA,NA
"Slide Adventure: Mag Kid","DS",16272,"2007","Action","Nintendo",0,0,0.01,0,0.01,NA,NA,NA
"Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan","3DS",9447,"2011","Role-Playing","Square Enix",0,0,0.13,0,0.13,NA,NA,NA
"Slime MoriMori Dragon Quest: Shougeki No Shippo Dan","GBA",5140,"2003","Adventure","Square Enix",0,0,0.36,0.01,0.37,NA,NA,NA
"Sloane to MacHale no Nazo no Monogatari","DS",7518,"2009","Puzzle","Level 5",0,0,0.2,0,0.2,NA,NA,NA
"Sloane to MacHale no Nazo no Monogatari 2","DS",11192,"2009","Puzzle","Level 5",0,0,0.09,0,0.09,NA,NA,NA
"Slot Machine","2600",5800,"N/A","Action","Atari",0.29,0.02,0,0,0.31,NA,NA,NA
"Slotter Mania P: Tetsuya Shinjuku vs Ueno","PSP",16490,"2010","Misc","Dorart",0,0,0.01,0,0.01,NA,NA,NA
"Sly 2: Band of Thieves","PS2",963,"2004","Platform","Sony Computer Entertainment",0.88,0.69,0,0.23,1.81,88,"9","Sep 14, 2004"
"Sly 2: Band of Thieves","PS3",12194,"2010","Platform","Sony Computer Entertainment",0,0.05,0,0.02,0.07,NA,NA,NA
"Sly 3: Honor Among Thieves","PS2",2496,"2005","Platform","Sony Computer Entertainment",0.69,0.03,0,0.11,0.83,83,"8.8","Sep 26, 2005"
"Sly Cooper and the Thievius Raccoonus","PS2",1657,"2002","Platform","Sony Computer Entertainment",1.03,0.14,0,0.04,1.21,86,"8.6","Sep 23, 2002"
"Sly Cooper: Thieves in Time","PS3",3636,"2013","Platform","Sony Computer Entertainment Europe",0.35,0.13,0,0.08,0.55,75,"8.3","Feb 5, 2013"
"Sly Cooper: Thieves in Time","PSV",6161,"2013","Platform","Sony Computer Entertainment Europe",0.16,0.06,0,0.05,0.28,NA,NA,NA
"Small Soldiers","PS",3307,"1998","Platform","Electronic Arts",0.34,0.23,0,0.04,0.61,NA,NA,NA
"Smart Bomb","PSP",11394,"2005","Puzzle","Eidos Interactive",0.07,0,0,0.01,0.08,45,"5.4","May 10, 2005"
"Smart Boy's Gameroom","DS",9499,"2007","Misc","505 Games",0.12,0,0,0.01,0.13,NA,NA,NA
"Smart Boy's Toys Club","DS",12297,"2008","Misc","505 Games",0.06,0,0,0,0.06,NA,NA,NA
"Smart Boy's Winter Wonderland","DS",16487,"2008","Misc","UFO Interactive",0.01,0,0,0,0.01,NA,NA,NA
"Smart Girl's Party Game","DS",5410,"2008","Misc","505 Games",0.31,0,0,0.02,0.34,NA,NA,NA
"Smart Girl's Playhouse","DS",6504,"2007","Misc","505 Games",0.24,0,0,0.02,0.26,NA,NA,NA
"Smart Girl's Winter Wonderland","DS",14325,"2008","Misc","UFO Interactive",0.03,0,0,0,0.03,NA,NA,NA
"Smart Kid's Mega Game Mix","DS",16003,"2009","Misc","UFO Interactive",0.01,0,0,0,0.01,NA,NA,NA
"Smart Kid's Party Fun Pak","DS",13175,"2008","Misc","UFO Interactive",0.05,0,0,0,0.05,NA,NA,NA
"Smarty Pants","Wii",1324,"2007","Misc","Electronic Arts",0.53,0.76,0,0.16,1.45,NA,NA,NA
"Smash Cars","PS2",10011,"2003","Racing","Metro 3D",0.06,0.04,0,0.01,0.11,67,"7.5","Aug 13, 2003"
"Smash Court Tennis 3","PSP",13283,"2007","Sports","Namco Bandai Games",0.01,0.01,0.01,0.01,0.05,68,"6.3","Jul 16, 2007"
"Smash Court Tennis 3","X360",10183,"2007","Sports","Atari",0.08,0.02,0,0.01,0.11,55,"tbd","Aug 19, 2008"
"Smash Court Tennis Pro Tournament","PS2",8245,"2002","Sports","Sony Computer Entertainment",0.08,0.07,0,0.02,0.17,73,"7.4","Mar 20, 2002"
"Smash Court Tennis Pro Tournament 2","PS2",9646,"2004","Sports","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,74,"8.5","Jun 8, 2004"
"Smashing Drive","GBA",14493,"2004","Racing","Zoo Digital Publishing",0.02,0.01,0,0,0.03,NA,NA,NA
"Smashing Drive","GC",11800,"N/A","Racing","Unknown",0.06,0.01,0,0,0.07,47,"5.2","Feb 18, 2002"
"Smashing Drive","XB",14002,"2002","Racing","Namco Bandai Games",0.03,0.01,0,0,0.04,NA,NA,NA
"Smile PreCure! Let's Go! Marchen World","3DS",12522,"2012","Action","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,NA
"Smiley World: Island Challenge","DS",16169,"2009","Puzzle","Zoo Digital Publishing",0.01,0,0,0,0.01,NA,NA,NA
"Smuggler's Run","GBA",16273,"2002","Racing","Rebellion",0.01,0,0,0,0.01,NA,NA,NA
"Smuggler's Run","PS2",1187,"2000","Racing","Take-Two Interactive",0.77,0.6,0,0.2,1.56,79,"6.8","Oct 25, 2000"
"Smuggler's Run: Warzones","GC",11450,"2002","Misc","Take-Two Interactive",0.06,0.02,0,0,0.08,79,"6.9","Aug 7, 2002"
"Smurf: Rescue In Gargamel's Castle","2600",3410,"1981","Action","Coleco",0.55,0.03,0,0.01,0.59,NA,NA,NA
"Sneakers","XB",10672,"2002","Puzzle","Microsoft Game Studios",0.07,0.02,0,0,0.1,NA,NA,NA
"Sniper Elite","PC",15838,"2005","Shooter","MC2 Entertainment",0,0.01,0,0,0.02,76,"7.8","Oct 27, 2005"
"Sniper Elite","PS2",7753,"2005","Shooter","Ubisoft",0.1,0.07,0,0.02,0.19,76,"8.7","Oct 18, 2005"
"Sniper Elite","Wii",9910,"2010","Shooter","Reef Entertainment",0.08,0.03,0,0.01,0.12,NA,NA,NA
"Sniper Elite","XB",11121,"2005","Shooter","Ubisoft",0.07,0.02,0,0,0.09,NA,NA,NA
"Sniper Elite 3","PS3",5715,"2014","Shooter","505 Games",0.1,0.15,0,0.06,0.31,NA,NA,NA
"Sniper Elite 3","PS4",2992,"2014","Shooter","505 Games",0.22,0.33,0,0.13,0.68,NA,NA,NA
"Sniper Elite 3","X360",5618,"2014","Shooter","505 Games",0.16,0.14,0,0.03,0.32,NA,NA,NA
"Sniper Elite 3","XOne",5558,"2014","Shooter","505 Games",0.19,0.11,0,0.03,0.33,NA,NA,NA
"Sniper Elite V2","PS3",2120,"2012","Shooter","505 Games",0.38,0.39,0.06,0.15,0.98,70,"6.9","May 2, 2012"
"Sniper Elite V2","WiiU",15272,"2013","Shooter","505 Games",0,0.02,0,0,0.02,NA,NA,NA
"Sniper Elite V2","X360",2453,"2012","Shooter","505 Games",0.46,0.29,0.02,0.07,0.85,67,"6.7","May 2, 2012"
"Sniper: Art of Victory","PC",4064,"2008","Shooter","City Interactive",0,0.45,0,0.03,0.49,36,"3.6","Oct 16, 2008"
"Sniper: Ghost Warrior","PC",8654,"2010","Shooter","City Interactive",0,0.13,0,0.03,0.16,55,"5.5","Jun 24, 2010"
"Sniper: Ghost Warrior","PS3",2595,"2011","Shooter","City Interactive",0.26,0.36,0.04,0.14,0.8,53,"6.1","Jun 29, 2011"
"Sniper: Ghost Warrior","X360",1758,"2010","Shooter","City Interactive",0.54,0.51,0,0.12,1.16,45,"5.8","Jun 29, 2010"
"Sniper: Ghost Warrior 2","PC",11312,"2013","Shooter","City Interactive",0.02,0.05,0,0.01,0.08,52,"5.8","Mar 11, 2013"
"Sniper: Ghost Warrior 2","PS3",5307,"2013","Shooter","City Interactive",0.05,0.19,0.03,0.07,0.35,52,"5.9","Mar 12, 2013"
"Sniper: Ghost Warrior 2","X360",7301,"2013","Shooter","City Interactive",0.06,0.13,0,0.02,0.22,52,"5.7","Mar 12, 2013"
"SNK Arcade Classics Vol. 1","PS2",7841,"2008","Misc","Ignition Entertainment",0.09,0.07,0,0.02,0.19,69,"tbd","May 5, 2008"
"SNK Arcade Classics Vol. 1","PSP",8934,"2008","Misc","Ignition Entertainment",0.13,0,0.01,0.01,0.15,68,"tbd","May 5, 2008"
"SNK Arcade Classics Vol. 1","Wii",11885,"2008","Misc","Ignition Entertainment",0.06,0,0,0.01,0.07,NA,NA,NA
"SNK vs. Capcom Card Fighters DS","DS",10811,"2006","Strategy","Ignition Entertainment",0.09,0,0,0.01,0.1,48,"5.3","Apr 24, 2007"
"SNK vs. Capcom: SVC Chaos","XB",10618,"2004","Fighting","Ignition Entertainment",0.08,0.02,0,0,0.1,NA,NA,NA
"SNK vs. Capcom: The Match of the Millennium","PS2",9262,"2006","Fighting","Sega",0,0.02,0,0.12,0.14,NA,NA,NA
"SNK vs. Capcom: The Match of the Millennium","PSP",1315,"2006","Fighting","Sega",0.53,0.58,0,0.35,1.46,NA,NA,NA
"SnoCross Championship Racing","PS",2245,"1999","Racing","Ubisoft",0.52,0.35,0,0.06,0.93,66,"tbd","Aug 22, 2000"
"Snood","GBA",9597,"2001","Puzzle","Destination Software, Inc",0.09,0.03,0,0,0.13,NA,NA,NA
"Snood 2: On Vacation","DS",10916,"2005","Puzzle","Zoo Digital Publishing",0.09,0,0,0.01,0.09,NA,NA,NA
"Snood 2: On Vacation","GBA",16500,"2005","Puzzle","Zoo Digital Publishing",0.01,0,0,0,0.01,NA,NA,NA
"Snoopy vs the Red Baron","PSP",13322,"2006","Adventure","Namco Bandai Games",0.04,0,0,0,0.05,NA,NA,NA
"Snow Portable","PSP",15545,"2007","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,NA
"Snowboard Kids","N64",7626,"1996","Sports","Atlus",0.16,0.04,0,0,0.2,NA,NA,NA
"Snowboard Kids 2","N64",10218,"1999","Sports","Atlus",0.09,0.02,0,0,0.11,NA,NA,NA
"Snowboarding","PS",6070,"2000","Sports","Midas Interactive Entertainment",0.16,0.11,0,0.02,0.29,NA,NA,NA
"So Blonde","PC",15212,"2008","Adventure","Eidos Interactive",0,0.02,0,0,0.02,NA,NA,NA
"So-Ra-No-Wo-To: Otome no Gojuusou","PSP",15963,"2010","Adventure","Compile Heart",0,0,0.02,0,0.02,NA,NA,NA
"Soccer","NES",870,"1985","Sports","Nintendo",0.18,0.23,1.53,0.02,1.96,NA,NA,NA
"Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!","PS2",3671,"2002","Sports","Sega",0,0,0.55,0,0.55,NA,NA,NA
"Soccer Tsuku DS: World Challenge 2010","DS",9441,"2010","Sports","Sega",0,0,0.13,0,0.13,NA,NA,NA
"Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou","DC",8113,"2000","Sports","Sega",0,0,0.18,0,0.18,NA,NA,NA
"Soccer Tsuku: Pro Soccer Club o Tsukurou!","PS3",9609,"2013","Sports","Sega",0,0,0.13,0,0.13,NA,NA,NA
"Soccer Tsuku: Pro Soccer Club o Tsukurou!","PSV",11787,"2013","Sports","Sega",0,0,0.07,0,0.07,NA,NA,NA
"SOCOM 3: U.S. Navy SEALs","PS2",1059,"2005","Shooter","Sony Computer Entertainment",1.22,0.34,0.04,0.1,1.69,82,"8.8","Oct 11, 2005"
"SOCOM 4: U.S. Navy SEALs","PS3",2300,"2011","Shooter","Sony Computer Entertainment",0.66,0.12,0.04,0.08,0.9,67,"6.4","Apr 19, 2011"
"SOCOM II: U.S. Navy SEALs","PS2",486,"2003","Shooter","Sony Computer Entertainment",2.22,0.51,0.06,0.15,2.94,87,"8.7","Nov 4, 2003"
"SOCOM: Tactical Strike","PSP",5266,"2007","Shooter","Sony Computer Entertainment",0.32,0.01,0,0.03,0.35,NA,NA,NA
"SOCOM: U.S. Navy SEALs","PS2",343,"2002","Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,82,"7.9","Aug 27, 2002"
"SOCOM: U.S. Navy SEALs Confrontation","PS3",1584,"2008","Shooter","Sony Computer Entertainment",0.94,0.17,0.02,0.13,1.25,63,"6.9","Oct 14, 2008"
"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP",1827,"2005","Shooter","Sony Computer Entertainment",1.03,0,0.01,0.08,1.12,82,"8.6","Nov 8, 2005"
"SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP",1968,"2006","Shooter","Sony Computer Entertainment",0.81,0.11,0,0.13,1.05,81,"8.8","Nov 7, 2006"
"SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP",4384,"2010","Shooter","Sony Computer Entertainment",0.17,0.13,0.06,0.08,0.45,74,"8","Feb 16, 2010"
"SOCOM: U.S. Navy SEALs: Combined Assault","PS2",834,"2006","Shooter","Sony Computer Entertainment",1.74,0.02,0,0.28,2.04,NA,NA,NA
"Sokukoku no Kusabi: Hiiro no Kakera 3 Portable","PSP",14640,"2010","Adventure","Idea Factory",0,0,0.03,0,0.03,NA,NA,NA
"Sol Trigger","PSP",10788,"2012","Role-Playing","Image Epoch",0,0,0.1,0,0.1,NA,NA,NA
"Solaris","2600",5084,"1986","Shooter","Atari",0.35,0.02,0,0,0.37,NA,NA,NA
"SolarStriker","GB",1680,"1989","Shooter","Nintendo",0.4,0.39,0.36,0.04,1.2,NA,NA,NA
"Solatorobo: Red the Hunter","DS",7441,"2010","Role-Playing","Nintendo",0.08,0.04,0.07,0.01,0.21,76,"8.3","Sep 27, 2011"
"Soldier of Fortune II: Double Helix","XB",7089,"2003","Shooter","Activision",0.17,0.05,0,0.01,0.23,NA,NA,NA
"Soldier of Fortune: Gold Edition","PS2",3620,"2001","Shooter","Codemasters",0.27,0.21,0,0.07,0.56,59,"6.8","Nov 11, 2001"
"Soldier of Fortune: Payback","PS3",8881,"2007","Shooter","Activision",0.12,0.02,0,0.01,0.15,50,"5.4","Nov 19, 2007"
"Soldier of Fortune: Payback","X360",7666,"2007","Shooter","Activision",0.18,0.01,0,0.01,0.2,50,"5.6","Nov 13, 2007"
"Solitaire & Mahjong","Wii",9699,"2009","Puzzle","Crave Entertainment",0.11,0,0,0.01,0.12,NA,NA,NA
"Solitaire Overload","DS",4617,"2007","Misc","Telegames",0.39,0,0,0.03,0.42,NA,NA,NA
"Solitaire Overload Plus","DS",8358,"2010","Misc","Telegames",0.16,0,0,0.01,0.17,NA,NA,NA
"Soma Bringer","DS",10203,"2008","Role-Playing","Nintendo",0,0,0.11,0,0.11,NA,NA,NA
"Song of the Deep","PC",15661,"2016","Action","Insomniac Games",0.02,0,0,0,0.02,71,"6.8","Jul 12, 2016"
"Song of the Deep","PS4",12390,"2016","Action","Insomniac Games",0.05,0,0,0.01,0.06,69,"7.1","Jul 12, 2016"
"Song of the Deep","XOne",13873,"2016","Action","Insomniac Games",0.03,0,0,0,0.04,NA,NA,NA
"Sonic & All-Stars Racing Transformed","3DS",6068,"2012","Racing","Sega",0.12,0.15,0,0.02,0.29,63,"5.2","Feb 12, 2013"
"Sonic & All-Stars Racing Transformed","PC",16192,"2013","Racing","Sega",0,0.01,0,0,0.01,NA,NA,NA
"Sonic & All-Stars Racing Transformed","PS3",3705,"2012","Racing","Sega",0.08,0.33,0.01,0.11,0.54,82,"8.2","Nov 18, 2012"
"Sonic & All-Stars Racing Transformed","PSV",4083,"2012","Racing","Sega",0.12,0.25,0,0.11,0.48,NA,NA,NA
"Sonic & All-Stars Racing Transformed","WiiU",3795,"2012","Racing","Sega",0.2,0.27,0.02,0.05,0.53,NA,NA,NA
"Sonic & All-Stars Racing Transformed","X360",3224,"2012","Racing","Sega",0.2,0.37,0,0.06,0.63,82,"8.1","Nov 18, 2012"
"Sonic & Knuckles","GEN",954,"1994","Platform","Sega",1.24,0.43,0.03,0.12,1.82,NA,NA,NA
"Sonic & Sega All-Stars Racing","DS",1890,"2010","Racing","Sega",0.44,0.54,0,0.11,1.09,78,"8","Feb 23, 2010"
"Sonic & Sega All-Stars Racing","PS3",2112,"2010","Racing","Sega",0.36,0.46,0,0.17,0.98,77,"8","Feb 23, 2010"
"Sonic & Sega All-Stars Racing","Wii",1244,"2010","Racing","Sega",0.65,0.71,0,0.15,1.51,NA,NA,NA
"Sonic & SEGA All-Stars Racing with Banjo-Kazooie","X360",2577,"2010","Racing","Sega",0.37,0.35,0,0.07,0.8,NA,NA,NA
"Sonic Advance","GBA",722,"2001","Platform","Sega",1.19,0.71,0.22,0.13,2.24,87,"8.1","Feb 3, 2002"
"Sonic Advance & Sonic Pinball Party Combo Pack","GBA",8983,"2005","Misc","Sega",0.1,0.04,0,0,0.15,NA,NA,NA
"Sonic Advance 2","GBA",965,"2002","Platform","Sega",0.93,0.59,0.21,0.07,1.8,83,"8.2","Mar 9, 2003"
"Sonic Advance 3","GBA",1386,"2004","Platform","THQ",0.74,0.52,0.08,0.06,1.4,79,"8.3","Jun 7, 2004"
"Sonic Adventure","DC",638,"1998","Platform","Sega",1.26,0.61,0.46,0.08,2.42,NA,NA,NA
"Sonic Adventure 2","DC",9844,"2001","Platform","Sega",0,0,0.12,0,0.12,89,"8.5","Jun 18, 2001"
"Sonic Adventure 2 Battle","GC",602,"2001","Platform","Sega",1.7,0.59,0.21,0.07,2.56,73,"8.4","Feb 11, 2002"
"Sonic Adventure DX: Director's Cut","GC",1567,"2003","Platform","Sega",0.87,0.3,0.06,0.03,1.27,NA,NA,NA
"Sonic and the Black Knight","Wii",1770,"2009","Platform","Sega",0.69,0.35,0.01,0.11,1.15,NA,NA,NA
"Sonic and the Secret Rings","Wii",543,"2007","Platform","Sega",1.24,1.2,0.04,0.3,2.77,NA,NA,NA
"Sonic Boom: Fire & Ice","3DS",14309,"2016","Platform","Sega",0.03,0,0,0,0.03,62,"7.1","Sep 27, 2016"
"Sonic Boom: Rise of Lyric","WiiU",5490,"2014","Action","Sega",0.21,0.09,0,0.03,0.33,NA,NA,NA
"Sonic Boom: Shattered Crystal","3DS",6045,"2014","Action","Sega",0.17,0.09,0,0.03,0.29,47,"6.1","Nov 11, 2014"
"Sonic CD","SCD",1263,"1993","Platform","Sega",1,0.36,0.09,0.05,1.5,NA,NA,NA
"Sonic Chronicles: The Dark Brotherhood","DS",2333,"2008","Role-Playing","Sega",0.51,0.29,0.01,0.09,0.89,74,"6.9","Sep 30, 2008"
"Sonic Classic Collection","DS",861,"2010","Platform","Sega",0.99,0.8,0,0.18,1.97,70,"7.5","Mar 2, 2010"
"Sonic Colors","DS",1420,"2010","Platform","Sega",0.74,0.5,0.01,0.13,1.37,79,"7.9","Nov 16, 2010"
